Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,Host,Instrument,Isolate,Isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Strain
SRR11597155,AMPLICON,601,115948905,PRJNA627662,SAMN14678648,Pathogen.cl,49760350,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164023,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0066,sputum,not applicable,SH0066,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0066,SRP258105,not applicable
SRR11597157,AMPLICON,601,71636404,PRJNA627662,SAMN14678646,Pathogen.cl,33898450,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164021,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0062,sputum,not applicable,SH0062,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0062,SRP258105,not applicable
SRR11597158,AMPLICON,601,125200675,PRJNA627662,SAMN14678645,Pathogen.cl,54531345,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164020,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0060,sputum,not applicable,SH0060,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0060,SRP258105,not applicable
SRR11597159,AMPLICON,601,131126487,PRJNA627662,SAMN14678644,Pathogen.cl,55750314,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164019,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0059,sputum,not applicable,SH0059,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0059,SRP258105,not applicable
SRR11597162,AMPLICON,601,109933510,PRJNA627662,SAMN14678641,Pathogen.cl,46862270,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164016,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0056,sputum,not applicable,SH0056,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0056,SRP258105,not applicable
SRR11597163,AMPLICON,601,139953027,PRJNA627662,SAMN14678640,Pathogen.cl,59272524,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164015,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0055,sputum,not applicable,SH0055,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0055,SRP258105,not applicable
SRR11597164,AMPLICON,601,201186119,PRJNA627662,SAMN14678639,Pathogen.cl,90110448,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164014,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0054,sputum,not applicable,SH0054,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0054,SRP258105,not applicable
SRR11597165,AMPLICON,601,90939324,PRJNA627662,SAMN14678594,Pathogen.cl,41950520,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164013,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0006,sputum,not applicable,SH0006,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0006,SRP258105,not applicable
SRR11597166,AMPLICON,601,49083967,PRJNA627662,SAMN14678638,Pathogen.cl,24474096,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164012,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0053,sputum,not applicable,SH0053,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0053,SRP258105,not applicable
SRR11597167,AMPLICON,601,84956669,PRJNA627662,SAMN14678637,Pathogen.cl,36895823,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164011,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0052,sputum,not applicable,SH0052,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0052,SRP258105,not applicable
SRR11597168,AMPLICON,601,125204746,PRJNA627662,SAMN14678636,Pathogen.cl,53449828,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164010,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0051,sputum,not applicable,SH0051,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0051,SRP258105,not applicable
SRR11597169,AMPLICON,601,93402579,PRJNA627662,SAMN14678635,Pathogen.cl,41875479,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164009,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0050,sputum,not applicable,SH0050,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0050,SRP258105,not applicable
SRR11597170,AMPLICON,601,98558003,PRJNA627662,SAMN14678634,Pathogen.cl,42344838,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164008,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0049,sputum,not applicable,SH0049,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0049,SRP258105,not applicable
SRR11597171,AMPLICON,601,103059198,PRJNA627662,SAMN14678633,Pathogen.cl,45152282,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164007,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0048,sputum,not applicable,SH0048,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0048,SRP258105,not applicable
SRR11597172,AMPLICON,601,114210696,PRJNA627662,SAMN14678632,Pathogen.cl,48056922,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164006,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0047,sputum,not applicable,SH0047,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0047,SRP258105,not applicable
SRR11597173,AMPLICON,601,56526601,PRJNA627662,SAMN14678631,Pathogen.cl,25665250,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164005,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0046,sputum,not applicable,SH0046,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0046,SRP258105,not applicable
SRR11597174,AMPLICON,601,145341860,PRJNA627662,SAMN14678630,Pathogen.cl,61011607,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164004,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0045,sputum,not applicable,SH0045,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0045,SRP258105,not applicable
SRR11597175,AMPLICON,601,122058845,PRJNA627662,SAMN14678629,Pathogen.cl,52442308,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164003,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0044,sputum,not applicable,SH0044,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0044,SRP258105,not applicable
SRR11597176,AMPLICON,601,163054897,PRJNA627662,SAMN14678593,Pathogen.cl,69097739,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164002,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0005,sputum,not applicable,SH0005,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0005,SRP258105,not applicable
SRR11597177,AMPLICON,601,117459020,PRJNA627662,SAMN14678628,Pathogen.cl,50065363,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164001,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0043,sputum,not applicable,SH0043,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0043,SRP258105,not applicable
SRR11597178,AMPLICON,601,157008316,PRJNA627662,SAMN14678627,Pathogen.cl,66963303,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8164000,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0042,sputum,not applicable,SH0042,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0042,SRP258105,not applicable
SRR11597179,AMPLICON,601,196542666,PRJNA627662,SAMN14678626,Pathogen.cl,88194817,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-29,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163999,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0041,sputum,not applicable,SH0041,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0041,SRP258105,not applicable
SRR11597180,AMPLICON,601,143698002,PRJNA627662,SAMN14678625,Pathogen.cl,61807993,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163998,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0040,sputum,not applicable,SH0040,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0040,SRP258105,not applicable
SRR11597182,AMPLICON,601,115677187,PRJNA627662,SAMN14678623,Pathogen.cl,50151884,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163996,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0038,sputum,not applicable,SH0038,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0038,SRP258105,not applicable
SRR11597183,AMPLICON,601,131603790,PRJNA627662,SAMN14678622,Pathogen.cl,61175761,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163995,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0037,sputum,not applicable,SH0037,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0037,SRP258105,not applicable
SRR11597184,AMPLICON,601,96135289,PRJNA627662,SAMN14678621,Pathogen.cl,41326362,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163994,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0036,sputum,not applicable,SH0036,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0036,SRP258105,not applicable
SRR11597186,AMPLICON,601,147009299,PRJNA627662,SAMN14678619,Pathogen.cl,62754923,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163992,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0034,sputum,not applicable,SH0034,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0034,SRP258105,not applicable
SRR11597187,AMPLICON,601,87783171,PRJNA627662,SAMN14678592,Pathogen.cl,37578927,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163991,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0004,oralpharyngeal,not applicable,SH0004,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0004,SRP258105,not applicable
SRR11597188,AMPLICON,601,156459262,PRJNA627662,SAMN14678618,Pathogen.cl,67817227,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163990,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0033,sputum,not applicable,SH0033,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0033,SRP258105,not applicable
SRR11597189,AMPLICON,601,129796990,PRJNA627662,SAMN14678617,Pathogen.cl,56197767,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163989,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0032,sputum,not applicable,SH0032,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0032,SRP258105,not applicable
SRR11597191,AMPLICON,601,126553945,PRJNA627662,SAMN14678615,Pathogen.cl,53875111,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163987,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0030,sputum,not applicable,SH0030,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0030,SRP258105,not applicable
SRR11597192,AMPLICON,601,140318148,PRJNA627662,SAMN14678614,Pathogen.cl,60364513,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163986,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0029,sputum,not applicable,SH0029,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0029,SRP258105,not applicable
SRR11597193,AMPLICON,601,116313186,PRJNA627662,SAMN14678613,Pathogen.cl,50413350,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163985,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0028,sputum,not applicable,SH0028,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0028,SRP258105,not applicable
SRR11597194,AMPLICON,601,163640536,PRJNA627662,SAMN14678612,Pathogen.cl,69268965,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163984,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0027,sputum,not applicable,SH0027,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0027,SRP258105,not applicable
SRR11597195,AMPLICON,601,206217299,PRJNA627662,SAMN14678611,Pathogen.cl,92335402,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163983,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0026,sputum,not applicable,SH0026,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0026,SRP258105,not applicable
SRR11597196,AMPLICON,601,362178440,PRJNA627662,SAMN14678610,Pathogen.cl,163318354,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163982,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0025,sputum,not applicable,SH0025,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0025,SRP258105,not applicable
SRR11597197,AMPLICON,601,127081617,PRJNA627662,SAMN14678609,Pathogen.cl,54151987,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163981,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0024,sputum,not applicable,SH0024,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0024,SRP258105,not applicable
SRR11597198,AMPLICON,601,135974216,PRJNA627662,SAMN14678591,Pathogen.cl,58300073,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-25,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163980,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0003,oralpharyngeal,not applicable,SH0003,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0003,SRP258105,not applicable
SRR11597200,AMPLICON,601,151849760,PRJNA627662,SAMN14678607,Pathogen.cl,64544541,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-01-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163978,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0022,oralpharyngeal,not applicable,SH0022,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0022,SRP258105,not applicable
SRR11597201,AMPLICON,601,122424871,PRJNA627662,SAMN14678606,Pathogen.cl,52518123,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163977,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0021,oralpharyngeal,not applicable,SH0021,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0021,SRP258105,not applicable
SRR11597202,AMPLICON,601,118302564,PRJNA627662,SAMN14678605,Pathogen.cl,50864926,RUIJIN HOSPITAL AFFILIATED TO SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,"Shanghai Public Health Clinical Center\, Fudan University\, Shanghai\, China",2020-02-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8163976,China,Asia,China:Shanghai,COVID-19,Homo sapiens,Illumina MiSeq,SH0020,oralpharyngeal,not applicable,SH0020,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-05-13T00:00:00Z,SH0020,SRP258105,not applicable
